"input","output","section_texts"
"IT IS PERMITTED
FOR A child's parent or a young person
TO appeal to the First-tier Tribunal against the matters set out in subsection (2)
SUBJECT TO section 55 (mediation).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""A child's parent or a young person"",
  ""to"": ""appeal to the First-tier Tribunal against the matters set out in subsection (2)"",
  ""conditions"": [
    {
      ""type"": ""SUBJECT TO"",
      ""text"": ""section 55 (mediation)."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/49""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR a child's parent or a young person
TO appeal to the First-tier Tribunal under subsection (2)(c)
WHEN/IF/WHERE—
(a) an EHC plan is first finalised for the child or young person, and
(b) following an amendment or replacement of the plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""a child's parent or a young person"",
  ""to"": ""appeal to the First-tier Tribunal under subsection (2)(c)"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""— (a) an EHC plan is first finalised for the child or young person, and (b) following an amendment or replacement of the plan."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/49""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR Regulations
TO make provision about appeals to the First-tier Tribunal in respect of EHC needs assessments and EHC plans, in particular about—
(a) other matters relating to EHC plans against which appeals may be brought;
(b) making and determining appeals;
(c) the powers of the First-tier Tribunal on determining an appeal;
(d) unopposed appeals.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""make provision about appeals to the First-tier Tribunal in respect of EHC needs assessments and EHC plans, in particular about— (a) other matters relating to EHC plans against which appeals may be brought; (b) making and determining appeals; (c) the powers of the First-tier Tribunal on determining an appeal; (d) unopposed appeals."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/55""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR Regulations under subsection (4)(c)
TO include provision conferring power on the First-tier Tribunal, on determining an appeal against a matter, to make recommendations in respect of other matters (including matters against which no appeal may be brought).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations under subsection (4)(c)"",
  ""to"": ""include provision conferring power on the First-tier Tribunal, on determining an appeal against a matter, to make recommendations in respect of other matters (including matters against which no appeal may be brought)."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/52""
  ]
}","[
  ""section-36""
]"
"IT IS PROHIBITED
FOR a person
TO fails to comply with any requirement—
(a) in respect of the discovery or inspection of documents, or
(b) to attend to give evidence and produce documents,
WHEN/IF/WHERE that requirement is imposed by Tribunal Procedure Rules in relation to an appeal under this section or regulations under subsection (4)(a)
UNLESS the person has some reasonable excuse.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PROHIBITED"",
  ""for"": ""a person"",
  ""to"": ""fails to comply with any requirement— (a) in respect of the discovery or inspection of documents, or (b) to attend to give evidence and produce documents,"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""that requirement is imposed by Tribunal Procedure Rules in relation to an appeal under this section or regulations under subsection (4)(a)"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""UNLESS"",
      ""text"": ""the person has some reasonable excuse."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/42""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority
TO notify the child's parent or the young person of—
(a) the right to mediation under section 53 or 54, and
(b) the requirement to obtain a certificate under section 55 before making certain appeals.
BEFORE the end of the prescribed period after the decision is made, or the plan is made, amended or replaced,","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority"",
  ""to"": ""notify the child's parent or the young person of— (a) the right to mediation under section 53 or 54, and (b) the requirement to obtain a certificate under section 55 before making certain appeals."",
  ""conditions"": [
    {
      ""type"": ""BEFORE"",
      ""text"": ""the end of the prescribed period after the decision is made, or the plan is made, amended or replaced,"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/39""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the parent or young person
TO inform the local authority
WHEN/IF/WHERE he or she wishes to pursue mediation under section 53 or 54, of—
(a) that fact, and
(b) the issues in respect of which he or she wishes to pursue mediation (“the mediation issues”).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the parent or young person"",
  ""to"": ""inform the local authority"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""he or she wishes to pursue mediation under section 53 or 54, of— (a) that fact, and (b) the issues in respect of which he or she wishes to pursue mediation (“the mediation issues”)."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/55"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the parent or young person
TO inform the local authority of the health care provision which he or she wishes to be specified in the plan
WHEN/IF/WHERE the mediation issues are, or include, the fact that no health care provision, or no health care provision of a particular kind, is specified in the plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the parent or young person"",
  ""to"": ""inform the local authority of the health care provision which he or she wishes to be specified in the plan"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the mediation issues are, or include, the fact that no health care provision, or no health care provision of a particular kind, is specified in the plan."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/53"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/54""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the local authority
TO notify each relevant commissioning body of—
(a) the mediation issues, and
(b) anything of which it has been informed by the parent or young person under section 52(4).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the local authority"",
  ""to"": ""notify each relevant commissioning body of— (a) the mediation issues, and (b) anything of which it has been informed by the parent or young person under section 52(4)."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/80"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/52""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the responsible commissioning body (or, where there is more than one, the responsible commissioning bodies acting jointly)
TO —
(a) arrange for mediation between it (or them) and the parent or young person,
(b) ensure that the mediation is conducted by an independent person, and
(c) participate in the mediation
WHEN/IF/WHERE the mediation issues are limited to the health care provision specified in the plan or the fact that no health care provision, or no health care provision of a particular kind, is specified in the plan.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the responsible commissioning body (or, where there is more than one, the responsible commissioning bodies acting jointly)"",
  ""to"": ""— (a) arrange for mediation between it (or them) and the parent or young person, (b) ensure that the mediation is conducted by an independent person, and (c) participate in the mediation"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the mediation issues are limited to the health care provision specified in the plan or the fact that no health care provision, or no health care provision of a particular kind, is specified in the plan."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/54"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/52""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the local authority
TO —
(i) arrange for mediation between it, each responsible commissioning body and the parent or young person,
(ii) ensure that the mediation is conducted by an independent person, and
(iii) participate in the mediation
WHEN/IF/WHERE the mediation issues include anything else.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the local authority"",
  ""to"": ""— (i) arrange for mediation between it, each responsible commissioning body and the parent or young person, (ii) ensure that the mediation is conducted by an independent person, and (iii) participate in the mediation"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the mediation issues include anything else."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/54"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR each responsible commissioning body
TO also participate in the mediation
WHEN/IF/WHERE the mediation issues include anything else.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""each responsible commissioning body"",
  ""to"": ""also participate in the mediation"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the mediation issues include anything else."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/54"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR the local authority
TO —
(a) arrange for mediation between it and the parent or young person,
(b) ensure that the mediation is conducted by an independent person, and
(c) participate in the mediation.
WHEN/IF/WHERE—
(a) the parent or young person informs the local authority under section 52 that he or she wishes to pursue mediation, and
(b) the mediation issues do not include health care provision specified in the plan or the fact that no health care provision, or no health care provision of a particular kind, is specified in the plan.
IT IS PERMITTED
FOR The parent or young person may make the appeal
ONLY IF a mediation adviser has issued a certificate to him or her under subsection (4) or (5)
WHEN/IF/WHERE a child's parent or young person intends to appeal to the First-tier Tribunal under section 51 or regulations made under that section in respect of—
(a) a decision of a local authority, or
(b) the content of an EHC plan maintained by a local authority
UNLESS the appeal concerns only—
(a) the school or other institution named in an EHC plan;
(b) the type of school or other institution specified in an EHC plan;
(c) the fact that an EHC plan does not name a school or other institution.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""The parent or young person may make the appeal"",
  ""to"": ""— (a) arrange for mediation between it and the parent or young person, (b) ensure that the mediation is conducted by an independent person, and (c) participate in the mediation."",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""— (a) the parent or young person informs the local authority under section 52 that he or she wishes to pursue mediation, and (b) the mediation issues do not include health care provision specified in the plan or the fact that no health care provision, or no health care provision of a particular kind, is specified in the plan."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""ONLY IF"",
      ""text"": ""a mediation adviser has issued a certificate to him or her under subsection (4) or (5)"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""a child's parent or young person intends to appeal to the First-tier Tribunal under section 51 or regulations made under that section in respect of— (a) a decision of a local authority, or (b) the content of an EHC plan maintained by a local authority"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""UNLESS"",
      ""text"": ""the appeal concerns only— (a) the school or other institution named in an EHC plan; (b) the type of school or other institution specified in an EHC plan; (c) the fact that an EHC plan does not name a school or other institution."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/55""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/53"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/55""
  ]
}","[
  ""section-55"",
  ""section-36""
]"
"IT IS PERMITTED
FOR the parent or young person
TO make the appeal
ONLY IF a mediation adviser has issued a certificate to him or her under subsection (4) or (5)
WHEN/IF/WHERE a child's parent or young person intends to appeal to the First-tier Tribunal under section 51 or regulations made under that section in respect of—
(a) a decision of a local authority, or
(b) the content of an EHC plan maintained by a local authority
UNLESS the appeal concerns only—
(a) the school or other institution named in an EHC plan;
(b) the type of school or other institution specified in an EHC plan;
(c) the fact that an EHC plan does not name a school or other institution.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""the parent or young person"",
  ""to"": ""make the appeal"",
  ""conditions"": [
    {
      ""type"": ""ONLY IF"",
      ""text"": ""a mediation adviser has issued a certificate to him or her under subsection (4) or (5)"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""a child's parent or young person intends to appeal to the First-tier Tribunal under section 51 or regulations made under that section in respect of— (a) a decision of a local authority, or (b) the content of an EHC plan maintained by a local authority"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""UNLESS"",
      ""text"": ""the appeal concerns only— (a) the school or other institution named in an EHC plan; (b) the type of school or other institution specified in an EHC plan; (c) the fact that an EHC plan does not name a school or other institution."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a mediation adviser
TO issue a certificate under this subsection to the parent or young person
WHEN/IF/WHERE—
(a) the adviser has provided him or her with information and advice about pursuing mediation under section 53 or 54, and
(b) the parent or young person has informed the adviser that he or she does not wish to pursue mediation.
WHEN/IF/WHERE a child's parent or young person intends to appeal to the First-tier Tribunal under section 51 or regulations made under that section in respect of—
(a) a decision of a local authority, or
(b) the content of an EHC plan maintained by a local authority
UNLESS the appeal concerns only—
(a) the school or other institution named in an EHC plan;
(b) the type of school or other institution specified in an EHC plan;
(c) the fact that an EHC plan does not name a school or other institution.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a mediation adviser"",
  ""to"": ""issue a certificate under this subsection to the parent or young person"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""— (a) the adviser has provided him or her with information and advice about pursuing mediation under section 53 or 54, and (b) the parent or young person has informed the adviser that he or she does not wish to pursue mediation."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""a child's parent or young person intends to appeal to the First-tier Tribunal under section 51 or regulations made under that section in respect of— (a) a decision of a local authority, or (b) the content of an EHC plan maintained by a local authority"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""UNLESS"",
      ""text"": ""the appeal concerns only— (a) the school or other institution named in an EHC plan; (b) the type of school or other institution specified in an EHC plan; (c) the fact that an EHC plan does not name a school or other institution."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/52""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a mediation adviser
TO issue a certificate under this subsection to the parent or young person
WHEN/IF/WHERE the adviser has provided him or her with information and advice about pursuing mediation under section 53 or 54, and the parent or young person has—
(a) informed the adviser that he or she wishes to pursue mediation under the appropriate section, and
(b) participated in such mediation.
WHEN/IF/WHERE a child's parent or young person intends to appeal to the First-tier Tribunal under section 51 or regulations made under that section in respect of—
(a) a decision of a local authority, or
(b) the content of an EHC plan maintained by a local authority
UNLESS the appeal concerns only—
(a) the school or other institution named in an EHC plan;
(b) the type of school or other institution specified in an EHC plan;
(c) the fact that an EHC plan does not name a school or other institution.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a mediation adviser"",
  ""to"": ""issue a certificate under this subsection to the parent or young person"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the adviser has provided him or her with information and advice about pursuing mediation under section 53 or 54, and the parent or young person has— (a) informed the adviser that he or she wishes to pursue mediation under the appropriate section, and (b) participated in such mediation."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""a child's parent or young person intends to appeal to the First-tier Tribunal under section 51 or regulations made under that section in respect of— (a) a decision of a local authority, or (b) the content of an EHC plan maintained by a local authority"",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    },
    {
      ""type"": ""UNLESS"",
      ""text"": ""the appeal concerns only— (a) the school or other institution named in an EHC plan; (b) the type of school or other institution specified in an EHC plan; (c) the fact that an EHC plan does not name a school or other institution."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/52""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR Regulations
TO make provision for the purposes of sections 52 to 55, in particular—
(a) about giving notice;
(b) imposing time limits;
(c) enabling a local authority or commissioning body to take prescribed steps following the conclusion of mediation;
(d) about who may attend mediation;
(e) where a child's parent is a party to mediation, requiring the mediator to take reasonable steps to ascertain the views of the child;
(f) about the provision of advocacy and other support services for the parent or young person;
(g) requiring a local authority or commissioning body to pay reasonable travel expenses and other expenses of a prescribed description, up to any prescribed limit;
(h) about exceptions to the requirement in section 55(3);
(i) about the training, qualifications and experience of mediators and mediation advisers;
(j) conferring powers or imposing requirements on local authorities, commissioning bodies, mediators and mediation advisers.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""Regulations"",
  ""to"": ""make provision for the purposes of sections 52 to 55, in particular— (a) about giving notice; (b) imposing time limits; (c) enabling a local authority or commissioning body to take prescribed steps following the conclusion of mediation; (d) about who may attend mediation; (e) where a child's parent is a party to mediation, requiring the mediator to take reasonable steps to ascertain the views of the child; (f) about the provision of advocacy and other support services for the parent or young person; (g) requiring a local authority or commissioning body to pay reasonable travel expenses and other expenses of a prescribed description, up to any prescribed limit; (h) about exceptions to the requirement in section 55(3); (i) about the training, qualifications and experience of mediators and mediation advisers; (j) conferring powers or imposing requirements on local authorities, commissioning bodies, mediators and mediation advisers."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/58"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/59""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority in England
TO make arrangements with a view to avoiding or resolving disagreements within subsection (2) or (3).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority in England"",
  ""to"": ""make arrangements with a view to avoiding or resolving disagreements within subsection (2) or (3)."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/22"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/25""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority in England
TO make arrangements with a view to avoiding or resolving, in each relevant school or post-16 institution, disagreements within subsection (5).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority in England"",
  ""to"": ""make arrangements with a view to avoiding or resolving, in each relevant school or post-16 institution, disagreements within subsection (5)."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/22"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/25""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR arrangements within this section
TO provide for the appointment of independent persons with the function of facilitating the avoidance or resolution of the disagreements to which the arrangements apply.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""arrangements within this section"",
  ""to"": ""provide for the appointment of independent persons with the function of facilitating the avoidance or resolution of the disagreements to which the arrangements apply."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/27"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/31""
  ]
}","[
  ""section-36""
]"
"IT IS OBLIGATORY
FOR a local authority in England
TO take such steps as it thinks appropriate for making the arrangements under this section known to—
(a) the parents of children in its area with special educational needs,
(b) young people in its area with special educational needs, and
(c) the head teachers, governing bodies, proprietors and principals of schools and post-16 institutions in its area.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""a local authority in England"",
  ""to"": ""take such steps as it thinks appropriate for making the arrangements under this section known to— (a) the parents of children in its area with special educational needs, (b) young people in its area with special educational needs, and (c) the head teachers, governing bodies, proprietors and principals of schools and post-16 institutions in its area."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/32"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/27""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR a local authority in England
TO take such steps as it thinks appropriate for making the arrangements under this section known to such other persons as it thinks appropriate.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""a local authority in England"",
  ""to"": ""take such steps as it thinks appropriate for making the arrangements under this section known to such other persons as it thinks appropriate."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/32"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/27""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR the Secretary of State
TO make pilot schemes enabling children in England to—
(a) appeal to the First-tier Tribunal under section 51;
(b) make a claim to the First-tier Tribunal under Schedule 17 to the Equality Act 2010 (disabled pupils: enforcement) that a responsible body in England has contravened Chapter 1 of Part 6 of that Act because of the child's disability.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""the Secretary of State"",
  ""to"": ""make pilot schemes enabling children in England to— (a) appeal to the First-tier Tribunal under section 51; (b) make a claim to the First-tier Tribunal under Schedule 17 to the Equality Act 2010 (disabled pupils: enforcement) that a responsible body in England has contravened Chapter 1 of Part 6 of that Act because of the child's disability."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/59"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/60""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR an order under subsection (1)
TO make provision, in particular—
(a) about the age from which children may appeal or make a claim;
(b) in respect of appeals under section 51, about mediation and the application of section 55;
(c) about the bringing of appeals or making of claims by a child and by his or her parent concurrently;
(d) about determining whether a child is capable of bringing an appeal or making a claim, and the assistance and support a child may require to be able to do so;
(e) enabling a person to exercise a child's rights under an order under subsection (1) on behalf of the child;
(f) enabling children to have access to advice and information which is available to a parent or young person in respect of an appeal or claim of a kind mentioned in subsection (1);
(g) about the provision of advocacy and other support services to children;
(h) requiring notices to be given to a child (as well as to his or her parent);
(i) requiring documents to be served on a child (as well as on his or her parent).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""an order under subsection (1)"",
  ""to"": ""make provision, in particular— (a) about the age from which children may appeal or make a claim; (b) in respect of appeals under section 51, about mediation and the application of section 55; (c) about the bringing of appeals or making of claims by a child and by his or her parent concurrently; (d) about determining whether a child is capable of bringing an appeal or making a claim, and the assistance and support a child may require to be able to do so; (e) enabling a person to exercise a child's rights under an order under subsection (1) on behalf of the child; (f) enabling children to have access to advice and information which is available to a parent or young person in respect of an appeal or claim of a kind mentioned in subsection (1); (g) about the provision of advocacy and other support services to children; (h) requiring notices to be given to a child (as well as to his or her parent); (i) requiring documents to be served on a child (as well as on his or her parent)."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/59"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/56""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR an order under subsection (1)
TO apply a statutory provision, with or without modifications.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""an order under subsection (1)"",
  ""to"": ""apply a statutory provision, with or without modifications."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/59"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/80""
  ]
}","[
  ""section-36""
]"
"IT IS PERMITTED
FOR the Secretary of State
TO provide that children in England may—
(a) appeal to the First-tier Tribunal under section 51;
(b) make a claim to the First-tier Tribunal under Schedule 17 to the Equality Act 2010 (disabled pupils: enforcement) that a responsible body in England has contravened Chapter 1 of Part 6 of that Act because of the child's disability.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/36"",
  ""type"": ""PERMITTED"",
  ""for"": ""the Secretary of State"",
  ""to"": ""provide that children in England may— (a) appeal to the First-tier Tribunal under section 51; (b) make a claim to the First-tier Tribunal under Schedule 17 to the Equality Act 2010 (disabled pupils: enforcement) that a responsible body in England has contravened Chapter 1 of Part 6 of that Act because of the child's disability."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/58"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/60""
  ]
}","[
  ""section-36""
]"
