legislation_id,annotations
2014_6_section-136,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/136"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State or the Lord Chancellor"", ""to"": ""by order make provision in consequence of any provision of this Act."", ""conditions"": []}]"
2014_6_section-137,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/137"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State or the Lord Chancellor"", ""to"": ""by order make transitional, transitory or saving provision in connection with the coming into force of any provision of this Act."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/137"", ""type"": ""PERMITTED"", ""for"": ""Regulations described in section 85(11) of the 2012 Act"", ""to"": ""amend, repeal or otherwise modify a provision of this Act or the Childcare Act 2006."", ""conditions"": []}]"
2014_6_section-19,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/19"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""have regard to the following matters in particular— (a) the views, wishes and feelings of the child and his or her parent, or the young person; (b) the importance of the child and his or her parent, or the young person, participating as fully as possible in decisions relating to the exercise of the function concerned; (c) the importance of the child and his or her parent, or the young person, being provided with the information and support necessary to enable participation in those decisions; (d) the need to support the child and his or her parent, or the young person, in order to facilitate the development of the child or young person and to help him or her achieve the best possible educational and other outcomes."", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""exercising a function under this Part in the case of a child or young person"", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/19""}]}]"
2014_6_section-2,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/2"", ""type"": ""OBLIGATORY"", ""for"": ""the Articles set out in Schedule 1 to this Act (being Articles of the Vienna Convention on Diplomatic Relations signed in 1961)"", ""to"": ""have the force of law in the United Kingdom"", ""conditions"": [{""type"": ""SUBJECT TO"", ""text"": ""Section 3 of this Act"", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/2""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/2"", ""type"": ""OBLIGATORY"", ""for"": ""the Articles set out in Schedule 1 to this Act (being Articles of the Vienna Convention on Diplomatic Relations signed in 1961)"", ""to"": ""for that purpose, be construed in accordance with the following provisions of this section"", ""conditions"": [{""type"": ""SUBJECT TO"", ""text"": ""Section 3 of this Act."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/2""}]}]"
2014_6_section-22,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/22"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""exercise its functions with a view to securing that it identifies— (a) all the children and young people in its area who have or may have special educational needs, and (b) all the children and young people in its area who have a disability."", ""conditions"": []}]"
2014_6_section-23,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/23"", ""type"": ""OBLIGATORY"", ""for"": ""an integrated care board, NHS trust or NHS foundation trust"", ""to"": ""(a) inform the child's parent of their opinion and of their duty under subsection (3), and (b) give the child's parent an opportunity to discuss their opinion with an officer of the board or trust."", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": "", in the course of exercising functions in relation to a child who is under compulsory school age, the board or trust form the opinion that the child has (or probably has) special educational needs or a disability."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/23""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/23"", ""type"": ""OBLIGATORY"", ""for"": ""an integrated care board, NHS trust or NHS foundation trust"", ""to"": ""bring their opinion that the child has (or probably has) special educational needs or a disability to the attention of the appropriate local authority in England"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": "", in the course of exercising functions in relation to a child who is under compulsory school age, the board or trust form the opinion that the child has (or probably has) special educational needs or a disability."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/23""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/23"", ""type"": ""OBLIGATORY"", ""for"": ""an integrated care board, NHS trust or NHS foundation trust"", ""to"": ""inform the child's parent of a particular voluntary organisation likely to be able to give advice or assistance in connection with any special educational needs or disability the child may have"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": "", in the course of exercising functions in relation to a child who is under compulsory school age, the board or trust form the opinion that the child has (or probably has) special educational needs or a disability."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/23""}, {""type"": ""WHEN/IF/WHERE"", ""text"": ""the board or trust think a particular voluntary organisation is likely to be able to give the parent that."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/23""}]}]"
2014_6_section-25,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/25"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""exercise its functions under this Part with a view to ensuring the integration of educational provision and training provision with health care provision and social care provision"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""it thinks that this would— (a) promote the well-being of children or young people in its area who have special educational needs or a disability, or (b) improve the quality of special educational provision— (i) made in its area for children or young people who have special educational needs, or (ii) made outside its area for children or young people for whom it is responsible who have special educational needs."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/25""}]}]"
2014_6_section-26,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/26"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England and its partner commissioning bodies"", ""to"": ""make arrangements (“joint commissioning arrangements”) about the education, health and care provision to be secured for— (a) children and young people for whom the authority is responsible who have special educational needs, and (b) children and young people in the authority's area who have a disability."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/26"", ""type"": ""OBLIGATORY"", ""for"": ""Joint commissioning arrangements"", ""to"": ""include arrangements for considering and agreeing— (a) the education, health and care provision reasonably required by— (i) the learning difficulties and disabilities which result in the children and young people within subsection (1)(a) having special educational needs, and (ii) the disabilities of the children and young people within subsection (1)(b); (b) what education, health and care provision is to be secured; (c) by whom education, health and care provision is to be secured; (d) what advice and information is to be provided about education, health and care provision; (e) by whom, to whom and how such advice and information is to be provided; (f) how complaints about education, health and care provision may be made and are to be dealt with; (g) procedures for ensuring that disputes between the parties to the joint commissioning arrangements are resolved as quickly as possible."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/26"", ""type"": ""OBLIGATORY"", ""for"": ""Joint commissioning arrangements about securing education, health and care provision"", ""to"": ""in particular include arrangements for— (a) securing EHC needs assessments; (b) securing the education, health and care provision specified in EHC plans; (c) agreeing personal budgets under section 49."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/26"", ""type"": ""PERMITTED"", ""for"": ""Joint commissioning arrangements"", ""to"": ""also include other provision."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/26"", ""type"": ""OBLIGATORY"", ""for"": ""The parties to joint commissioning arrangements"", ""to"": ""— (a) have regard to them in the exercise of their functions, and (b) keep them under review."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/26"", ""type"": ""PERMITTED"", ""for"": ""Regulations"", ""to"": ""prescribe circumstances in which an integrated care board that would otherwise be a partner commissioning body of a local authority by virtue of subsection (8)(b) is to be treated as not being a partner commissioning body of the authority."", ""conditions"": []}]"
2014_6_section-27,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/27"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""keep under review— (a) the educational provision, training provision and social care provision made in its area for children and young people who have special educational needs or a disability, and (b) the educational provision, training provision and social care provision made outside its area for— (i) children and young people for whom it is responsible who have special educational needs, and (ii) children and young people in its area who have a disability."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/27"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""consider the extent to which the provision reviewed is sufficient to meet the educational, training and social care needs of the children and young people concerned"", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/27"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""consult— (a) children and young people in its area with special educational needs, and the parents of children in its area with special educational needs; (b) children and young people in its area who have a disability, and the parents of children in its area who have a disability; (c) the governing bodies of maintained schools and maintained nursery schools in its area; (d) the proprietors of Academies in its area; (e) the governing bodies, proprietors or principals of post-16 institutions in its area; (f) the governing bodies of non-maintained special schools in its area; (g) the advisory boards of children's centres in its area; (h) the providers of relevant early years education in its area; (i) the governing bodies, proprietors or principals of other schools and post-16 institutions in England and Wales that the authority thinks are or are likely to be attended by— (i) children or young people for whom it is responsible, or (ii) children or young people in its area who have a disability; (j) a youth offending team that the authority thinks has functions in relation to— (i) children or young people for whom it is responsible, or (ii) children or young people in its area who have a disability; (k) such other persons as the authority thinks appropriate."", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""exercising its functions under this section"", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/27""}]}]"
2014_6_section-28,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/28"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""co-operate with each of its local partners in the exercise of its functions under this Part"", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/28"", ""type"": ""OBLIGATORY"", ""for"": ""each local partner"", ""to"": ""co-operate with the local authority in the exercise of the authority's functions under this Part"", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/28"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""make arrangements for ensuring co-operation between— (a) the officers of the authority who exercise the authority's functions relating to education or training, (b) the officers of the authority who exercise the authority's social services functions for children or young people with special educational needs, and (c) the officers of the authority, so far as they are not officers within paragraph (a) or (b), who exercise the authority's functions relating to provision which is within section 30(2)(e) (provision to assist in preparing children and young people for adulthood and independent living)."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/28"", ""type"": ""PERMITTED"", ""for"": ""Regulations"", ""to"": ""prescribe circumstances in which an integrated care board that would otherwise be a local partner of a local authority by virtue of subsection (2)(l)(ii) is to be treated as not being a local partner of the authority."", ""conditions"": []}]"
2014_6_section-29,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/29"", ""type"": ""OBLIGATORY"", ""for"": ""the appropriate authority for a school or post-16 institution mentioned in subsection (2)"", ""to"": ""co-operate with each responsible local authority in the exercise of its functions under this Part"", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/29"", ""type"": ""OBLIGATORY"", ""for"": ""each responsible local authority"", ""to"": ""co-operate with the appropriate authority, in the exercise of those functions."", ""conditions"": []}]"
2014_6_section-3,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/3"", ""type"": ""PERMITTED"", ""for"": ""Her Majesty"", ""to"": ""by an Order in Council, withdraw such of the privileges and immunities so conferred from the mission of that State or from such persons connected with it as appears to Her Majesty to be proper"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""it appears to Her Majesty that the privileges and immunities accorded to a mission of Her Majesty in the territory of any State, or to persons connected with that mission, are less than those conferred by this Act on the mission of that State or on persons connected with that mission."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/3""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/3"", ""type"": ""OBLIGATORY"", ""for"": ""An Order in Council under this section"", ""to"": ""be disregarded for the purposes of section 50(4) of the British Nationality Act 1981."", ""conditions"": []}]"
2014_6_section-30,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/30"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""publish information about— (a) the provision within subsection (2) it expects to be available in its area at the time of publication for children and young people who have special educational needs or a disability, and (b) the provision within subsection (2) it expects to be available outside its area at that time for— (i) children and young people for whom it is responsible, and (ii) children and young people in its area who have a disability."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/30"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""keep its SEN and disability local offer under review"", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/30"", ""type"": ""PERMITTED"", ""for"": ""a local authority in England"", ""to"": ""from time to time revise it."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/30"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority"", ""to"": ""from time to time publish— (a) comments about its SEN and disability local offer it has received from or on behalf of— (i) children and young people with special educational needs, and the parents of children with special educational needs, and (ii) children and young people who have a disability, and the parents of children who have a disability, and (b) the authority's response to those comments (including details of any action the authority intends to take)."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/30"", ""type"": ""PERMITTED"", ""for"": ""Regulations"", ""to"": ""make provision about— (a) the information to be included in an authority's SEN and disability local offer ; (b) how an authority's SEN and disability local offer is to be published; (c) who is to be consulted by an authority in preparing and reviewing its SEN and disability local offer ; (d) how an authority is to involve— (i) children and young people with special educational needs, and the parents of children with special educational needs, and (ii) children and young people who have a disability, and the parents of children who have a disability, in the preparation and review of its SEN and disability local offer ; (e) the publication of comments on the SEN and disability local offer , and the local authority's response, under subsection (6) (including circumstances in which comments are not required to be published)."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/30"", ""type"": ""PERMITTED"", ""for"": ""Regulations"", ""to"": ""in particular require an authority's SEN and disability local offer to include— (a) information about how to obtain an EHC needs assessment; (b) information about other sources of information, advice and support for— (i) children and young people with special educational needs and those who care for them, and (ii) children and young people who have a disability and those who care for them; (c) information about gaining access to provision additional to, or different from, the provision mentioned in subsection (2); (d) information about how to make a complaint about provision mentioned in subsection (2)."", ""conditions"": []}]"
2014_6_section-31,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/31"", ""type"": ""OBLIGATORY"", ""for"": ""The person or body"", ""to"": ""comply with the request"", ""conditions"": [{""type"": ""UNLESS"", ""text"": ""the person or body considers that doing so would— (a) be incompatible with the duties of the person or body, or (b) otherwise have an adverse effect on the exercise of the functions of the person or body."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/31""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/31"", ""type"": ""OBLIGATORY"", ""for"": ""A person or body that decides not to comply with a request under subsection (1)"", ""to"": ""give the authority that made the request written reasons for the decision."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/31"", ""type"": ""PERMITTED"", ""for"": ""Regulations"", ""to"": ""provide that, where a person or body is under a duty to comply with a request to co-operate with a local authority in securing an EHC needs assessment, a detained person's EHC needs assessment or the preparation of an EHC plan, the person or body must comply with the request within a prescribed period, unless a prescribed exception applies."", ""conditions"": []}]"
2014_6_section-32,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/32"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""arrange for children and young people for whom it is responsible, and the parents of such children, to be provided with advice and information about matters relating to the special educational needs of the children or young people concerned"", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/32"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority in England"", ""to"": ""arrange for children and young people in its area with a disability, and the parents of such children, to be provided with advice and information about matters relating to the disabilities of the children or young people concerned"", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/32"", ""type"": ""OBLIGATORY"", ""for"": ""The authority"", ""to"": ""take such steps as it thinks appropriate for making the services provided under subsections (1) and (2) known to— (a) the parents of children in its area; (b) children in its area; (c) young people in its area; (d) the head teachers, proprietors and principals of schools and post-16 institutions in its area."", ""conditions"": []}]"
2014_6_section-33,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/33"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority"", ""to"": ""secure that the EHC plan provides for the child or young person to be educated in a maintained nursery school, mainstream school or mainstream post-16 institution"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""dealing with a case within section 39(5) or 40(2)"", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""}, {""type"": ""UNLESS"", ""text"": ""that is incompatible with— (a) the wishes of the child's parent or the young person, or (b) the provision of efficient education for others."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/33"", ""type"": ""PERMITTED"", ""for"": ""a local authority"", ""to"": ""rely on the exception in subsection (2)(b) in relation to maintained nursery schools, mainstream schools or mainstream post-16 institutions in its area taken as a whole"", ""conditions"": [{""type"": ""ONLY IF"", ""text"": ""it shows that there are no reasonable steps that it could take to prevent the incompatibility."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/33"", ""type"": ""PERMITTED"", ""for"": ""a local authority"", ""to"": ""rely on the exception in subsection (2)(b) in relation to a particular maintained nursery school, mainstream school or mainstream post-16 institution"", ""conditions"": [{""type"": ""ONLY IF"", ""text"": ""it shows that there are no reasonable steps that it or the governing body, proprietor or principal could take to prevent the incompatibility."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/33"", ""type"": ""PERMITTED"", ""for"": ""The governing body, proprietor or principal of a maintained nursery school, mainstream school or mainstream post-16 institution"", ""to"": ""rely on the exception in subsection (2)(b)"", ""conditions"": [{""type"": ""ONLY IF"", ""text"": ""they show that there are no reasonable steps that they or the local authority could take to prevent the incompatibility."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/33"", ""type"": ""OBLIGATORY"", ""for"": ""The child or young person"", ""to"": ""be educated in a maintained nursery school, mainstream school or mainstream post-16 institution"", ""conditions"": [{""type"": ""SUBJECT TO"", ""text"": ""subsection (3) or (4)"", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""}]}]"
2014_6_section-34,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/34"", ""type"": ""PERMITTED"", ""for"": ""The child or young person"", ""to"": ""be educated in an independent school, a non-maintained special school or a special post-16 institution"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the cost is not to be met by a local authority or the Secretary of State"", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/34""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/34"", ""type"": ""PERMITTED"", ""for"": ""a child or young person in England who has special educational needs but for whom no EHC plan is maintained"", ""to"": ""be educated in a special school or special post-16 institution during any period in which any of subsections (5) to (9) applies."", ""conditions"": []}]"
2014_6_section-35,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/35"", ""type"": ""OBLIGATORY"", ""for"": ""Those concerned with making special educational provision for the child"", ""to"": ""secure that the child engages in the activities of the school together with children who do not have special educational needs"", ""conditions"": [{""type"": ""SUBJECT TO"", ""text"": ""subsection (3)."", ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/35""}]}]"
